player,position,age,club,league,market_value,appearances,goals,assists,yellow_cards,red_cards,minutes,club_id,logo_url
Yoane Wissa,Centre-Forward,29,Newcastle United,EPL,30000000.0,25.0,3.0,1.0,3.0,0.0,856.0,762,https://tmssl.akamaized.net/images/wappen/medium/762.png
William Osula,Centre-Forward,22,Newcastle United,EPL,15000000.0,32.0,7.0,1.0,0.0,0.0,1031.0,762,https://tmssl.akamaized.net/images/wappen/medium/762.png
Emiliano Martínez,Goalkeeper,33,Aston Villa,EPL,15000000.0,40.0,0.0,0.0,3.0,0.0,3510.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Marco Bizot,Goalkeeper,35,Aston Villa,EPL,2500000.0,13.0,0.0,0.0,2.0,1.0,1080.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Ezri Konsa,Centre-Back,28,Aston Villa,EPL,40000000.0,44.0,2.0,1.0,1.0,1.0,3810.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Pau Torres,Centre-Back,29,Aston Villa,EPL,22000000.0,32.0,0.0,0.0,1.0,0.0,2683.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Victor Lindelöf,Centre-Back,31,Aston Villa,EPL,6000000.0,23.0,0.0,1.0,2.0,0.0,1452.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Tyrone Mings,Centre-Back,33,Aston Villa,EPL,4000000.0,18.0,1.0,1.0,0.0,0.0,1413.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Ian Maatsen,Left-Back,24,Aston Villa,EPL,30000000.0,40.0,1.0,2.0,3.0,0.0,2158.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Lucas Digne,Left-Back,32,Aston Villa,EPL,8000000.0,40.0,0.0,6.0,6.0,0.0,2495.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Matty Cash,Right-Back,28,Aston Villa,EPL,22000000.0,44.0,3.0,5.0,10.0,0.0,3627.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Andrés García,Right-Back,23,Aston Villa,EPL,7000000.0,7.0,0.0,0.0,1.0,0.0,64.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Amadou Onana,Defensive Midfield,24,Aston Villa,EPL,45000000.0,36.0,2.0,0.0,4.0,0.0,2596.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Boubacar Kamara,Defensive Midfield,26,Aston Villa,EPL,40000000.0,26.0,1.0,4.0,5.0,0.0,1714.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Lamare Bogarde,Defensive Midfield,22,Aston Villa,EPL,15000000.0,41.0,0.0,0.0,7.0,0.0,1985.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Youri Tielemans,Central Midfield,29,Aston Villa,EPL,35000000.0,30.0,1.0,7.0,2.0,0.0,2211.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Douglas Luiz,Central Midfield,28,Aston Villa,EPL,20000000.0,29.0,1.0,2.0,6.0,0.0,1504.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
John McGinn,Central Midfield,31,Aston Villa,EPL,15000000.0,39.0,7.0,6.0,6.0,0.0,2670.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Ross Barkley,Central Midfield,32,Aston Villa,EPL,5000000.0,20.0,2.0,0.0,1.0,0.0,737.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Morgan Rogers,Attacking Midfield,23,Aston Villa,EPL,80000000.0,51.0,12.0,9.0,9.0,0.0,4204.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Harvey Elliott,Attacking Midfield,23,Aston Villa,EPL,22000000.0,11.0,1.0,0.0,0.0,0.0,284.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Emiliano Buendía,Attacking Midfield,29,Aston Villa,EPL,18000000.0,49.0,9.0,7.0,8.0,0.0,2527.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Jadon Sancho,Left Winger,26,Aston Villa,EPL,20000000.0,36.0,1.0,3.0,0.0,0.0,1658.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Leon Bailey,Right Winger,28,Aston Villa,EPL,16000000.0,27.0,1.0,3.0,1.0,0.0,760.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Alysson,Right Winger,20,Aston Villa,EPL,10000000.0,3.0,0.0,0.0,0.0,0.0,47.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Ollie Watkins,Centre-Forward,30,Aston Villa,EPL,30000000.0,50.0,15.0,3.0,3.0,0.0,3389.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Tammy Abraham,Centre-Forward,28,Aston Villa,EPL,20000000.0,16.0,3.0,1.0,0.0,0.0,437.0,405,https://tmssl.akamaized.net/images/wappen/medium/405.png
Guglielmo Vicario,Goalkeeper,29,Tottenham Hotspur,EPL,23000000.0,43.0,0.0,0.0,3.0,0.0,3853.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Antonín Kinský,Goalkeeper,23,Tottenham Hotspur,EPL,13000000.0,7.0,0.0,0.0,0.0,0.0,557.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Brandon Austin,Goalkeeper,27,Tottenham Hotspur,EPL,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Micky van de Ven,Centre-Back,25,Tottenham Hotspur,EPL,65000000.0,42.0,7.0,1.0,11.0,1.0,3673.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Cristian Romero,Centre-Back,28,Tottenham Hotspur,EPL,50000000.0,32.0,6.0,4.0,11.0,1.0,2657.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Radu Drăgușin,Centre-Back,24,Tottenham Hotspur,EPL,20000000.0,10.0,0.0,0.0,0.0,0.0,581.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Kevin Danso,Centre-Back,27,Tottenham Hotspur,EPL,20000000.0,33.0,0.0,0.0,9.0,0.0,2058.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Ben Davies,Centre-Back,33,Tottenham Hotspur,EPL,5000000.0,5.0,1.0,0.0,1.0,0.0,250.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Destiny Udogie,Left-Back,23,Tottenham Hotspur,EPL,35000000.0,25.0,0.0,1.0,4.0,0.0,1429.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Djed Spence,Left-Back,25,Tottenham Hotspur,EPL,30000000.0,41.0,0.0,0.0,5.0,0.0,2908.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Souza,Left-Back,19,Tottenham Hotspur,EPL,12000000.0,4.0,0.0,0.0,1.0,0.0,144.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Pedro Porro,Right-Back,26,Tottenham Hotspur,EPL,40000000.0,44.0,2.0,6.0,12.0,0.0,3653.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Rodrigo Bentancur,Defensive Midfield,28,Tottenham Hotspur,EPL,22000000.0,31.0,1.0,1.0,7.0,0.0,2296.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
João Palhinha,Defensive Midfield,30,Tottenham Hotspur,EPL,18000000.0,42.0,6.0,3.0,10.0,0.0,2673.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Yves Bissouma,Defensive Midfield,29,Tottenham Hotspur,EPL,12000000.0,11.0,0.0,0.0,4.0,0.0,605.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Lucas Bergvall,Central Midfield,20,Tottenham Hotspur,EPL,40000000.0,32.0,1.0,5.0,3.0,0.0,1456.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Archie Gray,Central Midfield,20,Tottenham Hotspur,EPL,35000000.0,34.0,2.0,3.0,8.0,0.0,2254.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Conor Gallagher,Central Midfield,26,Tottenham Hotspur,EPL,35000000.0,42.0,4.0,2.0,4.0,0.0,2065.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Pape Matar Sarr,Central Midfield,23,Tottenham Hotspur,EPL,32000000.0,35.0,2.0,3.0,2.0,0.0,2174.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Xavi Simons,Attacking Midfield,23,Tottenham Hotspur,EPL,50000000.0,43.0,6.0,7.0,7.0,1.0,2749.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Dejan Kulusevski,Attacking Midfield,26,Tottenham Hotspur,EPL,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
James Maddison,Attacking Midfield,29,Tottenham Hotspur,EPL,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Wilson Odobert,Left Winger,21,Tottenham Hotspur,EPL,20000000.0,33.0,2.0,5.0,0.0,0.0,1609.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Mohammed Kudus,Right Winger,25,Tottenham Hotspur,EPL,55000000.0,26.0,3.0,6.0,4.0,0.0,1921.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Dominic Solanke,Centre-Forward,28,Tottenham Hotspur,EPL,35000000.0,20.0,6.0,0.0,1.0,0.0,1161.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Richarlison,Centre-Forward,29,Tottenham Hotspur,EPL,28000000.0,40.0,11.0,5.0,9.0,0.0,2398.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Mathys Tel,Centre-Forward,21,Tottenham Hotspur,EPL,25000000.0,35.0,3.0,2.0,1.0,0.0,1440.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Randal Kolo Muani,Centre-Forward,27,Tottenham Hotspur,EPL,22000000.0,38.0,5.0,4.0,5.0,0.0,2027.0,148,https://tmssl.akamaized.net/images/wappen/medium/148.png
Dean Henderson,Goalkeeper,29,Crystal Palace,EPL,28000000.0,46.0,0.0,0.0,4.0,0.0,4140.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Walter Benítez,Goalkeeper,33,Crystal Palace,EPL,5000000.0,8.0,0.0,0.0,0.0,0.0,750.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Remi Matthews,Goalkeeper,32,Crystal Palace,EPL,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Maxence Lacroix,Centre-Back,26,Crystal Palace,EPL,40000000.0,50.0,3.0,3.0,6.0,1.0,4421.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Chris Richards,Centre-Back,26,Crystal Palace,EPL,25000000.0,46.0,2.0,0.0,5.0,0.0,3922.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Jaydee Canvot,Centre-Back,19,Crystal Palace,EPL,20000000.0,33.0,0.0,0.0,7.0,0.0,2313.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Chadi Riad,Centre-Back,22,Crystal Palace,EPL,12000000.0,9.0,0.0,1.0,3.0,0.0,526.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Tyrick Mitchell,Left-Back,26,Crystal Palace,EPL,25000000.0,49.0,3.0,3.0,5.0,0.0,4036.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Borna Sosa,Left-Back,28,Crystal Palace,EPL,4000000.0,18.0,0.0,0.0,4.0,0.0,842.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Rio Cardines,Left-Back,19,Crystal Palace,EPL,300000.0,2.0,0.0,0.0,0.0,0.0,18.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Daniel Muñoz,Right-Back,29,Crystal Palace,EPL,27000000.0,40.0,5.0,3.0,7.0,0.0,3395.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Caleb Kporha,Right-Back,19,Crystal Palace,EPL,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Nathaniel Clyne,Right-Back,35,Crystal Palace,EPL,500000.0,11.0,0.0,1.0,1.0,0.0,571.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Adam Wharton,Defensive Midfield,22,Crystal Palace,EPL,60000000.0,47.0,0.0,7.0,6.0,0.0,3585.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Cheick Doucouré,Defensive Midfield,26,Crystal Palace,EPL,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Jefferson Lerma,Defensive Midfield,31,Crystal Palace,EPL,8000000.0,43.0,0.0,6.0,6.0,0.0,2330.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Kaden Rodney,Defensive Midfield,21,Crystal Palace,EPL,200000.0,3.0,0.0,0.0,0.0,0.0,138.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Will Hughes,Central Midfield,31,Crystal Palace,EPL,6000000.0,45.0,0.0,1.0,9.0,0.0,2153.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Daichi Kamada,Attacking Midfield,29,Crystal Palace,EPL,12000000.0,40.0,1.0,5.0,3.0,0.0,2794.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Justin Devenny,Attacking Midfield,22,Crystal Palace,EPL,12000000.0,31.0,2.0,1.0,0.0,0.0,1141.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Ismaïla Sarr,Right Winger,28,Crystal Palace,EPL,35000000.0,39.0,18.0,2.0,4.0,0.0,3177.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Yéremy Pino,Right Winger,23,Crystal Palace,EPL,35000000.0,48.0,5.0,5.0,7.0,0.0,3031.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Brennan Johnson,Right Winger,24,Crystal Palace,EPL,35000000.0,44.0,4.0,2.0,6.0,1.0,2119.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Evann Guessand,Right Winger,24,Crystal Palace,EPL,28000000.0,32.0,4.0,1.0,2.0,0.0,1831.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Jørgen Strand Larsen,Centre-Forward,26,Crystal Palace,EPL,45000000.0,42.0,10.0,3.0,7.0,0.0,2698.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Jean-Philippe Mateta,Centre-Forward,28,Crystal Palace,EPL,35000000.0,44.0,13.0,3.0,4.0,0.0,3131.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Christantus Uche,Centre-Forward,23,Crystal Palace,EPL,15000000.0,22.0,2.0,1.0,0.0,0.0,478.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
Eddie Nketiah,Centre-Forward,26,Crystal Palace,EPL,14000000.0,19.0,4.0,1.0,3.0,0.0,690.0,873,https://tmssl.akamaized.net/images/wappen/medium/873.png
John Victor,Goalkeeper,30,Nottingham Forest,EPL,7000000.0,9.0,0.0,0.0,1.0,0.0,798.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Stefan Ortega,Goalkeeper,33,Nottingham Forest,EPL,5000000.0,9.0,0.0,0.0,0.0,0.0,840.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Matz Sels,Goalkeeper,34,Nottingham Forest,EPL,4000000.0,35.0,0.0,0.0,2.0,0.0,3057.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Angus Gunn,Goalkeeper,30,Nottingham Forest,EPL,1500000.0,1.0,0.0,0.0,0.0,0.0,45.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Murillo,Centre-Back,23,Nottingham Forest,EPL,50000000.0,38.0,2.0,0.0,7.0,0.0,2842.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Nikola Milenković,Centre-Back,28,Nottingham Forest,EPL,30000000.0,49.0,1.0,1.0,6.0,0.0,4136.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Morato,Centre-Back,24,Nottingham Forest,EPL,14000000.0,33.0,0.0,0.0,8.0,0.0,2319.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Jair Cunha,Centre-Back,21,Nottingham Forest,EPL,12000000.0,11.0,0.0,0.0,0.0,0.0,711.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Zach Abbott,Centre-Back,20,Nottingham Forest,EPL,3000000.0,10.0,0.0,0.0,1.0,0.0,671.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Willy Boly,Centre-Back,35,Nottingham Forest,EPL,500000.0,2.0,0.0,0.0,0.0,0.0,91.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Neco Williams,Left-Back,25,Nottingham Forest,EPL,25000000.0,49.0,2.0,4.0,7.0,1.0,3967.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Luca Netz,Left-Back,23,Nottingham Forest,EPL,6000000.0,21.0,0.0,2.0,2.0,0.0,1196.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Ola Aina,Right-Back,29,Nottingham Forest,EPL,20000000.0,26.0,0.0,1.0,3.0,0.0,2110.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Nicolò Savona,Right-Back,23,Nottingham Forest,EPL,18000000.0,20.0,2.0,2.0,3.0,0.0,1500.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Eric da Silva Moreira,Right-Back,20,Nottingham Forest,EPL,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Ibrahim Sangaré,Defensive Midfield,28,Nottingham Forest,EPL,22000000.0,41.0,2.0,3.0,6.0,0.0,2741.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Elliot Anderson,Central Midfield,23,Nottingham Forest,EPL,60000000.0,46.0,3.0,3.0,10.0,1.0,3833.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Nicolás Domínguez,Central Midfield,27,Nottingham Forest,EPL,16000000.0,37.0,2.0,1.0,5.0,0.0,1981.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Ryan Yates,Central Midfield,28,Nottingham Forest,EPL,8000000.0,32.0,2.0,4.0,4.0,0.0,1269.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Morgan Gibbs-White,Attacking Midfield,26,Nottingham Forest,EPL,60000000.0,51.0,16.0,7.0,4.0,0.0,3974.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Omari Hutchinson,Attacking Midfield,22,Nottingham Forest,EPL,30000000.0,37.0,1.0,7.0,3.0,0.0,2186.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
James McAtee,Attacking Midfield,23,Nottingham Forest,EPL,20000000.0,22.0,1.0,1.0,1.0,0.0,947.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Callum Hudson-Odoi,Left Winger,25,Nottingham Forest,EPL,30000000.0,43.0,6.0,4.0,0.0,0.0,2642.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Dan Ndoye,Right Winger,25,Nottingham Forest,EPL,35000000.0,37.0,2.0,2.0,2.0,0.0,2014.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Dilane Bakwa,Right Winger,23,Nottingham Forest,EPL,28000000.0,26.0,1.0,5.0,1.0,0.0,1024.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Lorenzo Lucca,Centre-Forward,25,Nottingham Forest,EPL,25000000.0,30.0,3.0,0.0,2.0,1.0,930.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Igor Jesus,Centre-Forward,25,Nottingham Forest,EPL,22000000.0,48.0,16.0,5.0,5.0,0.0,2929.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Taiwo Awoniyi,Centre-Forward,28,Nottingham Forest,EPL,9000000.0,15.0,4.0,1.0,1.0,0.0,392.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Chris Wood,Centre-Forward,34,Nottingham Forest,EPL,6000000.0,16.0,5.0,0.0,0.0,0.0,924.0,703,https://tmssl.akamaized.net/images/wappen/medium/703.png
Bart Verbruggen,Goalkeeper,23,Brighton & Hove Albion,EPL,40000000.0,35.0,0.0,0.0,3.0,0.0,3150.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Jason Steele,Goalkeeper,35,Brighton & Hove Albion,EPL,750000.0,5.0,0.0,0.0,0.0,0.0,450.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Tom McGill,Goalkeeper,26,Brighton & Hove Albion,EPL,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Jan Paul van Hecke,Centre-Back,25,Brighton & Hove Albion,EPL,35000000.0,37.0,3.0,3.0,10.0,0.0,3141.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Olivier Boscagli,Centre-Back,28,Brighton & Hove Albion,EPL,15000000.0,17.0,1.0,1.0,3.0,0.0,1178.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Igor Julio,Centre-Back,28,Brighton & Hove Albion,EPL,12000000.0,1.0,0.0,0.0,0.0,0.0,90.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Adam Webster,Centre-Back,31,Brighton & Hove Albion,EPL,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Lewis Dunk,Centre-Back,34,Brighton & Hove Albion,EPL,4000000.0,31.0,0.0,0.0,11.0,0.0,2657.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Ferdi Kadıoğlu,Left-Back,26,Brighton & Hove Albion,EPL,30000000.0,39.0,1.0,0.0,7.0,0.0,3246.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Maxim De Cuyper,Left-Back,25,Brighton & Hove Albion,EPL,22000000.0,28.0,2.0,1.0,2.0,0.0,1258.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Mats Wieffer,Right-Back,26,Brighton & Hove Albion,EPL,25000000.0,27.0,2.0,3.0,8.0,0.0,1850.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Joël Veltman,Right-Back,34,Brighton & Hove Albion,EPL,2500000.0,26.0,1.0,1.0,5.0,0.0,1263.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Carlos Baleba,Defensive Midfield,22,Brighton & Hove Albion,EPL,55000000.0,32.0,0.0,0.0,7.0,0.0,1702.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Jack Hinshelwood,Defensive Midfield,21,Brighton & Hove Albion,EPL,22000000.0,27.0,3.0,4.0,0.0,0.0,1744.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Yasin Ayari,Central Midfield,22,Brighton & Hove Albion,EPL,30000000.0,30.0,4.0,3.0,1.0,0.0,1998.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Diego Gómez,Central Midfield,23,Brighton & Hove Albion,EPL,25000000.0,35.0,10.0,1.0,10.0,0.0,2403.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Matt O'Riley,Central Midfield,25,Brighton & Hove Albion,EPL,20000000.0,31.0,2.0,6.0,3.0,0.0,1487.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Pascal Groß,Central Midfield,34,Brighton & Hove Albion,EPL,3500000.0,34.0,1.0,5.0,2.0,0.0,2279.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
James Milner,Central Midfield,40,Brighton & Hove Albion,EPL,750000.0,21.0,1.0,1.0,2.0,0.0,887.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Kaoru Mitoma,Left Winger,28,Brighton & Hove Albion,EPL,25000000.0,26.0,3.0,1.0,4.0,0.0,1704.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Yankuba Minteh,Right Winger,21,Brighton & Hove Albion,EPL,40000000.0,33.0,2.0,4.0,3.0,0.0,2227.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Solly March,Right Winger,31,Brighton & Hove Albion,EPL,2000000.0,1.0,0.0,0.0,0.0,0.0,4.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Georginio Rutter,Centre-Forward,24,Brighton & Hove Albion,EPL,30000000.0,32.0,3.0,4.0,2.0,0.0,1914.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Charalampos Kostoulas,Centre-Forward,18,Brighton & Hove Albion,EPL,25000000.0,23.0,2.0,1.0,3.0,0.0,491.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Stefanos Tzimas,Centre-Forward,20,Brighton & Hove Albion,EPL,20000000.0,12.0,3.0,2.0,1.0,0.0,311.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Danny Welbeck,Centre-Forward,35,Brighton & Hove Albion,EPL,4000000.0,37.0,14.0,2.0,5.0,0.0,2247.0,1237,https://tmssl.akamaized.net/images/wappen/medium/1237.png
Jordan Pickford,Goalkeeper,32,Everton FC,EPL,15000000.0,36.0,0.0,0.0,4.0,0.0,3270.0,29,https://tmssl.akamaized.net/images/wappen/medium/29.png
Mark Travers,Goalkeeper,27,Everton FC,EPL,4000000.0,2.0,0.0,0.0,0.0,0.0,180.0,29,https://tmssl.akamaized.net/images/wappen/medium/29.png
Tom King,Goalkeeper,31,Everton FC,EPL,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,29,https://tmssl.akamaized.net/images/wappen/medium/29.png
Jarrad Branthwaite,Centre-Back,23,Everton FC,EPL,45000000.0,10.0,1.0,1.0,1.0,0.0,681.0,29,https://tmssl.akamaized.net/images/wappen/medium/29.png
James Tarkowski,Centre-Back,33,Everton FC,EPL,7000000.0,37.0,1.0,2.0,7.0,0.0,3360.0,29,https://tmssl.akamaized.net/images/wappen/medium/29.png
Michael Keane,Centre-Back,33,Everton FC,EPL,4000000.0,32.0,3.0,0.0,1.0,1.0,2500.0,29,https://tmssl.akamaized.net/images/wappen/medium/29.png
Vitaliy Mykolenko,Left-Back,26,Everton FC,EPL,25000000.0,33.0,0.0,1.0,5.0,0.0,2895.0,29,https://tmssl.akamaized.net/images/wappen/medium/29.png
